variable_name,value,value_label
W2_TROUBDEMO_11,-1.0,Skipped
W2_TROUBDEMO_11,1.0,Strongly disagree
W2_TROUBDEMO_11,2.0,Disagree
W2_TROUBDEMO_11,3.0,Neither agree nor disagree
W2_TROUBDEMO_11,4.0,Agree
W2_TROUBDEMO_11,5.0,Strongly agree
W2_TROUBDEMO_12,-1.0,Skipped
W2_TROUBDEMO_12,1.0,Strongly disagree
W2_TROUBDEMO_12,2.0,Disagree
W2_TROUBDEMO_12,3.0,Neither agree nor disagree
W2_TROUBDEMO_12,4.0,Agree
W2_TROUBDEMO_12,5.0,Strongly agree
W2DIVERSITYA_1,-1.0,Skipped
W2DIVERSITYA_1,1.0,Strongly disagree
W2DIVERSITYA_1,2.0,Disagree
W2DIVERSITYA_1,3.0,Neither agree nor disagree
W2DIVERSITYA_1,4.0,Agree
W2DIVERSITYA_1,5.0,Strongly agree
W2DIVERSITYA_2,-1.0,Skipped
W2DIVERSITYA_2,1.0,Strongly disagree
W2DIVERSITYA_2,2.0,Disagree
W2DIVERSITYA_2,3.0,Neither agree nor disagree
W2DIVERSITYA_2,4.0,Agree
W2DIVERSITYA_2,5.0,Strongly agree
W2DIVERSITYA_3,-1.0,Skipped
W2DIVERSITYA_3,1.0,Strongly disagree
W2DIVERSITYA_3,2.0,Disagree
W2DIVERSITYA_3,3.0,Neither agree nor disagree
W2DIVERSITYA_3,4.0,Agree
W2DIVERSITYA_3,5.0,Strongly agree
W2DIVERSITYB_1,-1.0,Skipped
W2DIVERSITYB_1,1.0,Strongly disagree
W2DIVERSITYB_1,2.0,Disagree
W2DIVERSITYB_1,3.0,Neither agree nor disagree
W2DIVERSITYB_1,4.0,Agree
W2DIVERSITYB_1,5.0,Strongly agree
W2DIVERSITYB_2,-1.0,Skipped
W2DIVERSITYB_2,1.0,Strongly disagree
W2DIVERSITYB_2,2.0,Disagree
W2DIVERSITYB_2,3.0,Neither agree nor disagree
W2DIVERSITYB_2,4.0,Agree
W2DIVERSITYB_2,5.0,Strongly agree
W2DIVERSITYB_3,-1.0,Skipped
W2DIVERSITYB_3,1.0,Strongly disagree
W2DIVERSITYB_3,2.0,Disagree
W2DIVERSITYB_3,3.0,Neither agree nor disagree
W2DIVERSITYB_3,4.0,Agree
W2DIVERSITYB_3,5.0,Strongly agree
W2DIVERSITY_1_val,1.0,1
W2DIVERSITY_2_val,1.0,1
W2RWA_1,-1.0,Skipped
W2RWA_1,1.0,Strongly disagree
W2RWA_1,2.0,Disagree
W2RWA_1,3.0,Neither agree nor disagree
W2RWA_1,4.0,Agree
W2RWA_1,5.0,Strongly agree
W2RWA_2,-1.0,Skipped
W2RWA_2,1.0,Strongly disagree
W2RWA_2,2.0,Disagree
W2RWA_2,3.0,Neither agree nor disagree
W2RWA_2,4.0,Agree
W2RWA_2,5.0,Strongly agree
W2RWA_3,-1.0,Skipped
W2RWA_3,1.0,Strongly disagree
W2RWA_3,2.0,Disagree
W2RWA_3,3.0,Neither agree nor disagree
W2RWA_3,4.0,Agree
W2RWA_3,5.0,Strongly agree
W2RWA_4,-1.0,Skipped
W2RWA_4,1.0,Strongly disagree
W2RWA_4,2.0,Disagree
W2RWA_4,3.0,Neither agree nor disagree
W2RWA_4,4.0,Agree
W2RWA_4,5.0,Strongly agree
W2RWA_5,-1.0,Skipped
W2RWA_5,1.0,Strongly disagree
W2RWA_5,2.0,Disagree
W2RWA_5,3.0,Neither agree nor disagree
W2RWA_5,4.0,Agree
W2RWA_5,5.0,Strongly agree
W2_Merit_1,-1.0,Skipped
W2_Merit_1,1.0,Strongly disagree
W2_Merit_1,2.0,Disagree
W2_Merit_1,3.0,Neither agree nor disagree
W2_Merit_1,4.0,Agree
W2_Merit_1,5.0,Strongly agree
W2_Merit_2,-1.0,Skipped
W2_Merit_2,1.0,Strongly disagree
W2_Merit_2,2.0,Disagree
W2_Merit_2,3.0,Neither agree nor disagree
W2_Merit_2,4.0,Agree
W2_Merit_2,5.0,Strongly agree
W2_Merit_4,-1.0,Skipped
W2_Merit_4,1.0,Strongly disagree
W2_Merit_4,2.0,Disagree
W2_Merit_4,3.0,Neither agree nor disagree
W2_Merit_4,4.0,Agree
W2_Merit_4,5.0,Strongly agree
W2GENRES_1,-1.0,Skipped
W2GENRES_1,1.0,Strongly agree
W2GENRES_1,2.0,Agree
W2GENRES_1,3.0,Neither agree or disagree
W2GENRES_1,4.0,Disagree
W2GENRES_1,5.0,Strongly disagree
W2GENRES_2,-1.0,Skipped
W2GENRES_2,1.0,Strongly agree
W2GENRES_2,2.0,Agree
W2GENRES_2,3.0,Neither agree or disagree
W2GENRES_2,4.0,Disagree
W2GENRES_2,5.0,Strongly disagree
W2GENSEXISM1,-1.0,Skipped
W2GENSEXISM1,1.0,Strongly agree
W2GENSEXISM1,2.0,Agree
W2GENSEXISM1,3.0,Neither agree or disagree
W2GENSEXISM1,4.0,Disagree
W2GENSEXISM1,5.0,Strongly disagree
W2GENSEXISM2,-1.0,Skipped
W2GENSEXISM2,1.0,Strongly agree
W2GENSEXISM2,2.0,Agree
W2GENSEXISM2,3.0,Neither agree or disagree
W2GENSEXISM2,4.0,Disagree
W2GENSEXISM2,5.0,Strongly disagree
W2GENRES_5,-1.0,Skipped
W2GENRES_5,1.0,Strongly agree
W2GENRES_5,2.0,Agree
W2GENRES_5,3.0,Neither agree or disagree
W2GENRES_5,4.0,Disagree
W2GENRES_5,5.0,Strongly disagree
W2ANOMIE_1,-1.0,Skipped
W2ANOMIE_1,1.0,Strongly agree
W2ANOMIE_1,2.0,Agree
W2ANOMIE_1,3.0,Neither agree or disagree
W2ANOMIE_1,4.0,Disagree
W2ANOMIE_1,5.0,Strongly disagree
W2ANOMIE_2,-1.0,Skipped
W2ANOMIE_2,1.0,Strongly agree
W2ANOMIE_2,2.0,Agree
W2ANOMIE_2,3.0,Neither agree or disagree
W2ANOMIE_2,4.0,Disagree
W2ANOMIE_2,5.0,Strongly disagree
W2ANOMIE_3,-1.0,Skipped
W2ANOMIE_3,1.0,Strongly agree
W2ANOMIE_3,2.0,Agree
W2ANOMIE_3,3.0,Neither agree or disagree
W2ANOMIE_3,4.0,Disagree
W2ANOMIE_3,5.0,Strongly disagree
W2ANOMIE_4,-1.0,Skipped
W2ANOMIE_4,1.0,Strongly agree
W2ANOMIE_4,2.0,Agree
W2ANOMIE_4,3.0,Neither agree or disagree
W2ANOMIE_4,4.0,Disagree
W2ANOMIE_4,5.0,Strongly disagree
W2ANOMIE_5,-1.0,Skipped
W2ANOMIE_5,1.0,Strongly agree
W2ANOMIE_5,2.0,Agree
W2ANOMIE_5,3.0,Neither agree or disagree
W2ANOMIE_5,4.0,Disagree
W2ANOMIE_5,5.0,Strongly disagree
W2_WRTA_1,-1.0,Skipped
W2_WRTA_1,1.0,Strongly disagree
W2_WRTA_1,2.0,Disagree
W2_WRTA_1,3.0,Neither agree nor disagree
W2_WRTA_1,4.0,Agree
W2_WRTA_1,5.0,Strongly agree
W2_WRTA_2,-1.0,Skipped
W2_WRTA_2,1.0,Strongly disagree
W2_WRTA_2,2.0,Disagree
W2_WRTA_2,3.0,Neither agree nor disagree
W2_WRTA_2,4.0,Agree
W2_WRTA_2,5.0,Strongly agree
W2_WRTA_3,-1.0,Skipped
W2_WRTA_3,1.0,Strongly disagree
W2_WRTA_3,2.0,Disagree
W2_WRTA_3,3.0,Neither agree nor disagree
W2_WRTA_3,4.0,Agree
W2_WRTA_3,5.0,Strongly agree
W2_WRTA_4,-1.0,Skipped
W2_WRTA_4,1.0,Strongly disagree
W2_WRTA_4,2.0,Disagree
W2_WRTA_4,3.0,Neither agree nor disagree
W2_WRTA_4,4.0,Agree
W2_WRTA_4,5.0,Strongly agree
W2_AARTW_1,-1.0,Skipped
W2_AARTW_1,1.0,Strongly disagree
W2_AARTW_1,2.0,Disagree
W2_AARTW_1,3.0,Neither agree nor disagree
W2_AARTW_1,4.0,Agree
W2_AARTW_1,5.0,Strongly agree
W2_AARTW_2,-1.0,Skipped
W2_AARTW_2,1.0,Strongly disagree
W2_AARTW_2,2.0,Disagree
W2_AARTW_2,3.0,Neither agree nor disagree
W2_AARTW_2,4.0,Agree
W2_AARTW_2,5.0,Strongly agree
W2_AARTW_3,-1.0,Skipped
W2_AARTW_3,1.0,Strongly disagree
W2_AARTW_3,2.0,Disagree
W2_AARTW_3,3.0,Neither agree nor disagree
W2_AARTW_3,4.0,Agree
W2_AARTW_3,5.0,Strongly agree
W2_AARTW_4,-1.0,Skipped
W2_AARTW_4,1.0,Strongly disagree
W2_AARTW_4,2.0,Disagree
W2_AARTW_4,3.0,Neither agree nor disagree
W2_AARTW_4,4.0,Agree
W2_AARTW_4,5.0,Strongly agree
W2_WD2_1,-1.0,Skipped
W2_WD2_1,1.0,Strongly disagree
W2_WD2_1,2.0,Disagree
W2_WD2_1,3.0,Neither agree nor disagree
W2_WD2_1,4.0,Agree
W2_WD2_1,5.0,Strongly agree
W2_WD2_2,-1.0,Skipped
W2_WD2_2,1.0,Strongly disagree
W2_WD2_2,2.0,Disagree
W2_WD2_2,3.0,Neither agree nor disagree
W2_WD2_2,4.0,Agree
W2_WD2_2,5.0,Strongly agree
W2_WD2_3,-1.0,Skipped
W2_WD2_3,1.0,Strongly disagree
W2_WD2_3,2.0,Disagree
W2_WD2_3,3.0,Neither agree nor disagree
W2_WD2_3,4.0,Agree
W2_WD2_3,5.0,Strongly agree
W2_WD2_4,-1.0,Skipped
W2_WD2_4,1.0,Strongly disagree
W2_WD2_4,2.0,Disagree
W2_WD2_4,3.0,Neither agree nor disagree
W2_WD2_4,4.0,Agree
W2_WD2_4,5.0,Strongly agree
W2RAPATHY_1,-1.0,Skipped
W2RAPATHY_1,1.0,Strongly disagree
W2RAPATHY_1,2.0,Disagree
W2RAPATHY_1,3.0,Neither agree nor disagree
W2RAPATHY_1,4.0,Agree
W2RAPATHY_1,5.0,Strongly agree
W2RAPATHY_2,-1.0,Skipped
W2RAPATHY_2,1.0,Strongly disagree
W2RAPATHY_2,2.0,Disagree
W2RAPATHY_2,3.0,Neither agree nor disagree
W2RAPATHY_2,4.0,Agree
W2RAPATHY_2,5.0,Strongly agree
W2RAPATHY_3,-1.0,Skipped
W2RAPATHY_3,1.0,Strongly disagree
W2RAPATHY_3,2.0,Disagree
W2RAPATHY_3,3.0,Neither agree nor disagree
W2RAPATHY_3,4.0,Agree
W2RAPATHY_3,5.0,Strongly agree
W2_WD3_1,-1.0,Skipped
W2_WD3_1,1.0,Strongly disagree
W2_WD3_1,2.0,Disagree
W2_WD3_1,3.0,Neither agree nor disagree
W2_WD3_1,4.0,Agree
W2_WD3_1,5.0,Strongly agree
W2_WD3_2,-1.0,Skipped
W2_WD3_2,1.0,Strongly disagree
W2_WD3_2,2.0,Disagree
W2_WD3_2,3.0,Neither agree nor disagree
W2_WD3_2,4.0,Agree
W2_WD3_2,5.0,Strongly agree
W2_WD3_3,-1.0,Skipped
W2_WD3_3,1.0,Strongly disagree
W2_WD3_3,2.0,Disagree
W2_WD3_3,3.0,Neither agree nor disagree
W2_WD3_3,4.0,Agree
W2_WD3_3,5.0,Strongly agree
W2_WD3_4,-1.0,Skipped
W2_WD3_4,1.0,Strongly disagree
W2_WD3_4,2.0,Disagree
W2_WD3_4,3.0,Neither agree nor disagree
W2_WD3_4,4.0,Agree
W2_WD3_4,5.0,Strongly agree
W2_WD3_5,-1.0,Skipped
W2_WD3_5,1.0,Strongly disagree
W2_WD3_5,2.0,Disagree
W2_WD3_5,3.0,Neither agree nor disagree
W2_WD3_5,4.0,Agree
W2_WD3_5,5.0,Strongly agree
W2_WD3_6,-1.0,Skipped
W2_WD3_6,1.0,Strongly disagree
W2_WD3_6,2.0,Disagree
W2_WD3_6,3.0,Neither agree nor disagree
W2_WD3_6,4.0,Agree
W2_WD3_6,5.0,Strongly agree
W2_WD3_7,-1.0,Skipped
W2_WD3_7,1.0,Strongly disagree
W2_WD3_7,2.0,Disagree
W2_WD3_7,3.0,Neither agree nor disagree
W2_WD3_7,4.0,Agree
W2_WD3_7,5.0,Strongly agree
W2CHAOS_1,-1.0,Skipped
W2CHAOS_1,1.0,Strongly disagree
W2CHAOS_1,2.0,Disagree
W2CHAOS_1,3.0,Neither agree nor disagree
W2CHAOS_1,4.0,Agree
W2CHAOS_1,5.0,Strongly agree
W2CHAOS_2,-1.0,Skipped
W2CHAOS_2,1.0,Strongly disagree
W2CHAOS_2,2.0,Disagree
W2CHAOS_2,3.0,Neither agree nor disagree
W2CHAOS_2,4.0,Agree
W2CHAOS_2,5.0,Strongly agree
W2CHAOS_3,-1.0,Skipped
W2CHAOS_3,1.0,Strongly disagree
W2CHAOS_3,2.0,Disagree
W2CHAOS_3,3.0,Neither agree nor disagree
W2CHAOS_3,4.0,Agree
W2CHAOS_3,5.0,Strongly agree
W2CHAOS_4,-1.0,Skipped
W2CHAOS_4,1.0,Strongly disagree
W2CHAOS_4,2.0,Disagree
W2CHAOS_4,3.0,Neither agree nor disagree
W2CHAOS_4,4.0,Agree
W2CHAOS_4,5.0,Strongly agree
W2CHAOS_5,-1.0,Skipped
W2CHAOS_5,1.0,Strongly disagree
W2CHAOS_5,2.0,Disagree
W2CHAOS_5,3.0,Neither agree nor disagree
W2CHAOS_5,4.0,Agree
W2CHAOS_5,5.0,Strongly agree
W2_KNOWCIV1_MC,-1.0,Skipped
W2_KNOWCIV1_MC,1.0,The vice president
W2_KNOWCIV1_MC,2.0,The president
W2_KNOWCIV1_MC,3.0,The Senate majority leader
W2_KNOWCIV1_MC,4.0,The Senate parliamentarian
W2_KNOWCIV1_TF,-1.0,Skipped
W2_KNOWCIV1_TF,1.0,True
W2_KNOWCIV1_TF,2.0,False
W2_KNOWCIV2_MC,-1.0,Skipped
W2_KNOWCIV2_MC,1.0,25
W2_KNOWCIV2_MC,2.0,50
W2_KNOWCIV2_MC,3.0,51
W2_KNOWCIV2_MC,4.0,60
W2_KNOWCIV2_MC,5.0,70
W2_KNOWCIV2_TF,-1.0,Skipped
W2_KNOWCIV2_TF,1.0,True
W2_KNOWCIV2_TF,2.0,False
W2_KNOWCIV3_MC,-1.0,Skipped
W2_KNOWCIV3_MC,1.0,Freedom of speech
W2_KNOWCIV3_MC,2.0,Freedom of assembly
W2_KNOWCIV3_MC,3.0,Freedom of press
W2_KNOWCIV3_MC,4.0,Freedom of voting
W2_KNOWCIV3_TF,-1.0,Skipped
W2_KNOWCIV3_TF,1.0,True
W2_KNOWCIV3_TF,2.0,False
W2_KNOWCIV4_MC,-1.0,Skipped
W2_KNOWCIV4_MC,1.0,Sign or veto bills
W2_KNOWCIV4_MC,2.0,Declare war
W2_KNOWCIV4_MC,3.0,Ratify treaties
W2_KNOWCIV4_MC,4.0,Make changes to taxes
W2_KNOWCIV4_TF,-1.0,Skipped
W2_KNOWCIV4_TF,1.0,True
W2_KNOWCIV4_TF,2.0,False
W2_KNOWCIV5_MC,-1.0,Skipped
W2_KNOWCIV5_MC,1.0,To provide an organized system of rule.
W2_KNOWCIV5_MC,2.0,To secure the unalienable rights of its citizens.
W2_KNOWCIV5_MC,3.0,To ensure all citizens are skilled and productive.
W2_KNOWCIV5_MC,4.0,To take responsibility for managing the lives of its citizens.
W2_KNOWCIV5_TF,-1.0,Skipped
W2_KNOWCIV5_TF,1.0,True
W2_KNOWCIV5_TF,2.0,False
W2_KNOWCIV6_MC,-1.0,Skipped
W2_KNOWCIV6_MC,1.0,The Spanish-American War
W2_KNOWCIV6_MC,2.0,The American Revolutionary War
W2_KNOWCIV6_MC,3.0,The Civil War
W2_KNOWCIV6_MC,4.0,World War I
W2_KNOWCIV6_TF,-1.0,Skipped
W2_KNOWCIV6_TF,1.0,True
W2_KNOWCIV6_TF,2.0,False
W2_COMP_ECON,-1.0,Skipped
W2_COMP_ECON,1.0,The economic system in this country unfairly favors powerful interests
W2_COMP_ECON,2.0,The economic system in this country is generally fair to most Americans
W2_COMP_GOVT,-1.0,Skipped
W2_COMP_GOVT,1.0,Government is almost always wasteful and inefficient
W2_COMP_GOVT,2.0,Government often does a better job than people give it credit for
W2_COMP_JURY,-1.0,Skipped
W2_COMP_JURY,1.0,It is extremely important for everyone to participate in jury duty when called upon
W2_COMP_JURY,2.0,"Even if important, participating in jury duty is mostly a waste of time"
W2_ATALENTS1,-1.0,Skipped
W2_ATALENTS1,1.0,Ability to change
W2_ATALENTS1,2.0,Reliance on long-standing principles
W2_ATALENTS2,-1.0,Skipped
W2_ATALENTS2,1.0,Democratic system of government
W2_ATALENTS2,2.0,Free-market system of business
W2_ATALENTS3,-1.0,Skipped
W2_ATALENTS3,1.0,Freedoms afforded in the Constitution
W2_ATALENTS3,2.0,Ability to constrain some freedoms for the greater good
W2_DEMO_INVEST_Fed_1_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_2_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_3_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_4_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_5_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_6_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_7_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_8_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_9_1,-1.0,Skipped
W2_DEMO_INVEST_Fed_10_1,-1.0,Skipped
W2_DEMO_INVEST_State_1_1,-1.0,Skipped
W2_DEMO_INVEST_State_2_1,-1.0,Skipped
W2_DEMO_INVEST_State_3_1,-1.0,Skipped
W2_DEMO_INVEST_State_4_1,-1.0,Skipped
W2_DEMO_INVEST_State_5_1,-1.0,Skipped
W2_DEMO_INVEST_State_6_1,-1.0,Skipped
W2_DEMO_INVEST_State_7_1,-1.0,Skipped
W2_DEMO_INVEST_State_8_1,-1.0,Skipped
W2_DEMO_INVEST_State_9_1,-1.0,Skipped
W2_DEMO_INVEST_State_10_1,-1.0,Skipped
W2_DEMO_INVEST_Local_1_1,-1.0,Skipped
W2_DEMO_INVEST_Local_2_1,-1.0,Skipped
W2_DEMO_INVEST_Local_3_1,-1.0,Skipped
W2_DEMO_INVEST_Local_4_1,-1.0,Skipped
W2_DEMO_INVEST_Local_5_1,-1.0,Skipped
W2_DEMO_INVEST_Local_6_1,-1.0,Skipped
W2_DEMO_INVEST_Local_7_1,-1.0,Skipped
W2_DEMO_INVEST_Local_8_1,-1.0,Skipped
W2_DEMO_INVEST_Local_9_1,-1.0,Skipped
W2_DEMO_INVEST_Local_10_1,-1.0,Skipped
W2DEMDOLQ1_1,-1.0,Skipped
W2DEMDOLQ1_1,1.0,You need the money
W2DEMDOLQ1_2,-1.0,Skipped
W2DEMDOLQ1_2,1.0,You feel that you deserve some money for yourself
W2DEMDOLQ1_3,-1.0,Skipped
W2DEMDOLQ1_3,1.0,You do not feel government should have all of the funding
W2DEMDOLQ1_4,-1.0,Skipped
W2DEMDOLQ1_4,1.0,You would want to hold some funds for other activities
W2DEMDOLQ1_5,-1.0,Skipped
W2DEMDOLQ1_5,1.0,You were just having fun with the exercise
W2DEMDOLQ1_6,-1.0,Skipped
W2DEMDOLQ1_6,1.0,Something else
W2_PID1,-1.0,Skipped
W2_PID1,1.0,Democrat
W2_PID1,2.0,Republican
W2_PID1,3.0,Independent
W2_PID1,4.0,Something else
W2_PID2,-1.0,Skipped
W2_PID2,1.0,The Democratic Party
W2_PID2,2.0,The Republican Party
W2_DOV_PID5,-1.0,Skipped
W2_DOV_PID5,1.0,Republican
W2_DOV_PID5,2.0,Lean Republican
W2_DOV_PID5,3.0,Not lean/refused
W2_DOV_PID5,4.0,Lean Democrat
W2_DOV_PID5,5.0,Democrat
DOV_PID5,1.0,Republican
DOV_PID5,2.0,Lean Republican
DOV_PID5,3.0,Not lean/refused
DOV_PID5,4.0,Lean Democrat
DOV_PID5,5.0,Democrat
W2AFFDPOL_1,-1.0,Skipped
W2AFFDPOL_1,1.0,Strongly disagree
W2AFFDPOL_1,2.0,Disagree
W2AFFDPOL_1,3.0,Neither agree nor disagree
W2AFFDPOL_1,4.0,Agree
W2AFFDPOL_1,5.0,Strongly agree
W2AFFDPOL_2,-1.0,Skipped
W2AFFDPOL_2,1.0,Strongly disagree
W2AFFDPOL_2,2.0,Disagree
W2AFFDPOL_2,3.0,Neither agree nor disagree
W2AFFDPOL_2,4.0,Agree
W2AFFDPOL_2,5.0,Strongly agree
W2AFFDPOL_3,-1.0,Skipped
W2AFFDPOL_3,1.0,Strongly disagree
W2AFFDPOL_3,2.0,Disagree
W2AFFDPOL_3,3.0,Neither agree nor disagree
W2AFFDPOL_3,4.0,Agree
W2AFFDPOL_3,5.0,Strongly agree
W2AFFDPOL_4,-1.0,Skipped
W2AFFDPOL_4,1.0,Strongly disagree
W2AFFDPOL_4,2.0,Disagree
W2AFFDPOL_4,3.0,Neither agree nor disagree
W2AFFDPOL_4,4.0,Agree
W2AFFDPOL_4,5.0,Strongly agree
W2AFFDPOL_5,-1.0,Skipped
W2AFFDPOL_5,1.0,Strongly disagree
W2AFFDPOL_5,2.0,Disagree
W2AFFDPOL_5,3.0,Neither agree nor disagree
W2AFFDPOL_5,4.0,Agree
W2AFFDPOL_5,5.0,Strongly agree
W2AFFDPOL_6,-1.0,Skipped
W2AFFDPOL_6,1.0,Strongly disagree
W2AFFDPOL_6,2.0,Disagree
W2AFFDPOL_6,3.0,Neither agree nor disagree
W2AFFDPOL_6,4.0,Agree
W2AFFDPOL_6,5.0,Strongly agree
W2AFFDPOL_7,-1.0,Skipped
W2AFFDPOL_7,1.0,Strongly disagree
W2AFFDPOL_7,2.0,Disagree
W2AFFDPOL_7,3.0,Neither agree nor disagree
W2AFFDPOL_7,4.0,Agree
W2AFFDPOL_7,5.0,Strongly agree
W2AFFDPOL_8,-1.0,Skipped
W2AFFDPOL_8,1.0,Strongly disagree
W2AFFDPOL_8,2.0,Disagree
W2AFFDPOL_8,3.0,Neither agree nor disagree
W2AFFDPOL_8,4.0,Agree
W2AFFDPOL_8,5.0,Strongly agree
W2AFFDPOL_9,-1.0,Skipped
W2AFFDPOL_9,1.0,Strongly disagree
W2AFFDPOL_9,2.0,Disagree
W2AFFDPOL_9,3.0,Neither agree nor disagree
W2AFFDPOL_9,4.0,Agree
W2AFFDPOL_9,5.0,Strongly agree
W2AFFRPOL_1,-1.0,Skipped
W2AFFRPOL_1,1.0,Strongly disagree
W2AFFRPOL_1,2.0,Disagree
W2AFFRPOL_1,3.0,Neither agree nor disagree
W2AFFRPOL_1,4.0,Agree
W2AFFRPOL_1,5.0,Strongly agree
W2AFFRPOL_2,-1.0,Skipped
W2AFFRPOL_2,1.0,Strongly disagree
W2AFFRPOL_2,2.0,Disagree
W2AFFRPOL_2,3.0,Neither agree nor disagree
W2AFFRPOL_2,4.0,Agree
W2AFFRPOL_2,5.0,Strongly agree
W2AFFRPOL_3,-1.0,Skipped
W2AFFRPOL_3,1.0,Strongly disagree
W2AFFRPOL_3,2.0,Disagree
W2AFFRPOL_3,3.0,Neither agree nor disagree
W2AFFRPOL_3,4.0,Agree
W2AFFRPOL_3,5.0,Strongly agree
W2AFFRPOL_4,-1.0,Skipped
W2AFFRPOL_4,1.0,Strongly disagree
W2AFFRPOL_4,2.0,Disagree
W2AFFRPOL_4,3.0,Neither agree nor disagree
W2AFFRPOL_4,4.0,Agree
W2AFFRPOL_4,5.0,Strongly agree
W2AFFRPOL_5,-1.0,Skipped
W2AFFRPOL_5,1.0,Strongly disagree
W2AFFRPOL_5,2.0,Disagree
W2AFFRPOL_5,3.0,Neither agree nor disagree
W2AFFRPOL_5,4.0,Agree
W2AFFRPOL_5,5.0,Strongly agree
W2AFFRPOL_6,-1.0,Skipped
W2AFFRPOL_6,1.0,Strongly disagree
W2AFFRPOL_6,2.0,Disagree
W2AFFRPOL_6,3.0,Neither agree nor disagree
W2AFFRPOL_6,4.0,Agree
W2AFFRPOL_6,5.0,Strongly agree
W2AFFRPOL_7,-1.0,Skipped
W2AFFRPOL_7,1.0,Strongly disagree
W2AFFRPOL_7,2.0,Disagree
W2AFFRPOL_7,3.0,Neither agree nor disagree
W2AFFRPOL_7,4.0,Agree
W2AFFRPOL_7,5.0,Strongly agree
W2AFFRPOL_8,-1.0,Skipped
W2AFFRPOL_8,1.0,Strongly disagree
W2AFFRPOL_8,2.0,Disagree
W2AFFRPOL_8,3.0,Neither agree nor disagree
W2AFFRPOL_8,4.0,Agree
W2AFFRPOL_8,5.0,Strongly agree
W2AFFRPOL_9,-1.0,Skipped
W2AFFRPOL_9,1.0,Strongly disagree
W2AFFRPOL_9,2.0,Disagree
W2AFFRPOL_9,3.0,Neither agree nor disagree
W2AFFRPOL_9,4.0,Agree
W2AFFRPOL_9,5.0,Strongly agree
W2_DOV_Respect,1.0,Federal
W2_DOV_Respect,2.0,State
W2_DOV_Respect,3.0,Local
W2_DOV_Trust,1.0,Federal
W2_DOV_Trust,2.0,State
W2_DOV_Trust,3.0,Local
W2_DOV_Trust_2,1.0,Qa_CONWATER
W2_DOV_Trust_2,2.0,Qb_CONCYBER
W2_DOV_Trust_2,3.0,Qc_CONHEALTH
W2_DOV_Dollar,1.0,Federal
W2_DOV_Dollar,2.0,State
W2_DOV_Dollar,3.0,Local
W2_TROUBDEMOC,1.0, 1
W2_TROUBDEMOC,2.0,2
W2_TROUBDEMOC,3.0,3
W2_TROUBDEMOD,1.0, 1
W2_TROUBDEMOD,2.0,2
W2_TROUBDEMOD,3.0,3
W2_TROUBDEMOE,1.0, 1
W2_TROUBDEMOE,2.0,2
W2_TROUBDEMOE,3.0,3
W2_MERIT4_val,1.0, 1
W2_MERIT4_val,2.0,2
W2_MERIT4_val,3.0,3
W2_MERIT4_val,4.0,4
W2_MERIT4_val,5.0,5
W2_MERIT4_val,6.0,6
W2_MERIT4_val,7.0,7
W2_ppethm_345_1,1.0,1
W2_ppethm_345_2,1.0,1
W2_KNOWCIV1_MC_quota,1.0,1
W2_KNOWCIV1_TF_quota,1.0,1
W2_KNOWCIV2_MC_quota,1.0,1
W2_KNOWCIV2_TF_quota,1.0,1
W2_KNOWCIV3_MC_quota,1.0,1
W2_KNOWCIV3_TF_quota,1.0,1
W2_KNOWCIV4_MC_quota,1.0,1
W2_KNOWCIV4_TF_quota,1.0,1
W2_KNOWCIV5_MC_quota,1.0,1
W2_KNOWCIV5_TF_quota,1.0,1
W2_KNOWCIV6_MC_quota,1.0,1
W2_KNOWCIV6_TF_quota,1.0,1
W3_HUMFL1,-1.0,Skipped
W3_HUMFL1,0.0,0 – Extremely negative (Unhappy)
W3_HUMFL1,1.0,1
W3_HUMFL1,2.0,2
W3_HUMFL1,3.0,3 – Somewhat negative (Unhappy)
W3_HUMFL1,4.0,4
W3_HUMFL1,5.0,5  - Neither
W3_HUMFL1,6.0,6
W3_HUMFL1,7.0,7 – Somewhat positive (Happy)
W3_HUMFL1,8.0,8
W3_HUMFL1,9.0,9
W3_HUMFL1,10.0,10 – Extremely positive (Happy)
W3_HUMFL2,-1.0,Skipped
W3_HUMFL2,0.0,0 – Not at all worthwhile
W3_HUMFL2,1.0,1
W3_HUMFL2,2.0,2
W3_HUMFL2,3.0,3 – Not very worthwhile
W3_HUMFL2,4.0,4
W3_HUMFL2,5.0,5  - Neither
W3_HUMFL2,6.0,6
W3_HUMFL2,7.0,7 – Somewhat worthwhile
W3_HUMFL2,8.0,8
W3_HUMFL2,9.0,9
W3_HUMFL2,10.0,10 – Completely worthwhile
W3_HUMFL3_1,-1.0,Skipped
W3_HUMFL3_1,0.0,0 – Not true of me
W3_HUMFL3_1,1.0,1
W3_HUMFL3_1,2.0,2
W3_HUMFL3_1,3.0,3 -Not very true of me
W3_HUMFL3_1,4.0,4
W3_HUMFL3_1,5.0,5  - Neither
